AuthorId,PaperIds
28219,680300 1325050 1399749 1955611 1652378 5770 83820 109827 623567 1025108 1680681 330872 1422005 1220941 780897 1835483 1706816 68017 2060242 383133 1464976 1594284 5120 82050 303593 335385 586226 602134 631751 897275 1116196 1150031 1456144 1890179 1902112 2184495 186104 627675 654955 660242 774485 167565 333598 647888 665753 1144676 1931375 128718 447407 487655 1581445 1731420 401615 1078812 1852837 1481346 1637736 1703055 1588027 1791923 2247914 1084963 1862163 1696145
29128,642811 1769412 703337 921604 1860108 2095139 315629 657946 1174507 110647 601667 1137717 1235232 2178958 618851 2196786 223276 1380889 1927641 1635071 648074 1668715 804653
34494,560590 712201 846983 1524512 1206531 91967 1063907 1397825 1750762 1910875 707534 1784487 803164 629989 968173 1076624 1096538 462095 353064 1006766 259341 472573 728621 1719679 549068 809480 1014168 2047860 159091 1116725 1356744 804003 997090 1320542 1536613
34496,1359075 1363327 1638932 2169307 2253773 266856 888479 2130364 858967 62917 632352 161413 1429443
36062,52206 82450 88304 96930 100193 239616 400327 448872 461765 471502 710159 910628 914058 921400 924384 1051950 1053515 1070290 1098015 1152288 1205019 1346661 1475139 1488418 1520105 1658764 1765448 1791107 1895472 1938337 1958799 2084437 2129732 2166942 2251014 2257551 253150 1884507 100084 169846 274016 318438 384055 581437 691018 704914 741657 830033 838672 870955 881018 899789 1037188 1096144 1107923 1150479 1225907 1260867 1314077 1411362 1481448 1537633 1561450 1561467 1579310 1644154 1770228 1809858 1894316 1895803 1975276 1975664 2011689 2179156 2243971 2257205 1227183 292891 1007492 1168546 1374008 280324 972530 57030 183182 939209 993804 1033927 1291513 1425834 1696591 1985804 2169470 2218065 1393734 1135619 1148170 646637 1755021 12362 822364 916143 1257199 1528118 2120779 2254989 105792 946260 1229421 1488609 111433 231435 605243 611971 1627429 1760287 319858 394413 630759 667744 709071 838367 957237 1065957 1178094 1293320 1296714 1465493 1501169 1566501 1765108 1805494 1994278 2009413 2143817 2258994 869744 1302514 100646 2030363
39768,68023 93488 154803 429315 511397 589984 783061 871837 872311 947393 958934 1102370 1123455 1156204 1751703 1937541 1942840 2182654 2236084 162121 206613 216047 432897 539687 551615 825836 1069237 1124811 1347552 1367227 1382763 1396244 1399457 1489965 1494469 1527646 1592066 1730752 1802369 1859302 1884083 2112139 2185775 28045 312197 918619 1229328 2126402 2175268 766030 1845192 1595095 115843 1502430 1771946 1972254 2208909 5505 8641 200508 547614 556341 885347 1430807 648483 818472 1195190 553353 1975573 2126514 370220 423743 452266 618452 711258 879373 1114602 1219316 1240968 1466535 1498743 100673 155087 156198 331742 385658 405042 710951 730365 928356 1061105 1235441 1245793 1289447 1628319 1754413 2050669 2139326 1285995 1762264 1974886 1406329 922526 494957 1157824 2106793 2232604 2059764 758183 523900 1428199 322704 1902374 223129 367476 217454 1984723 1133985 1466741 1559005 1036289
39798,376339 666223 1885187 2139329 18672 519981 2087449 1075626 1372592 1785282 2153956 510673 729571 2052980 544441 594947 729457 854512 1122961 1288620 1380258 1472026 1788489 1892653 1929774 1994858 2056173 2196869 2246046 1503521 115064 530891 1054247 1581995 2104288 374468 1610722 1906933
40047,324681 709733 1012865 1152800 1815196 1914286 2039247 2101374 2171272 847322 945776 1116160 188576 355196 238939 42018 1133541 258552 788435 1337919 848122 1141560 1289425 1530502 1738143 2115497 2230154 1045548 1099951 627854
41009,56140 199656 246701 336248 643702 656419 915032 1308254 1531457 1573546 1592115 1819448 1934756 2034501 2038704 2097253 2124527 2228833 330114 637278 644357 1994425 2080354 2234486 926841 827041 1029758 863425 1258284 114875 376081 428606 1225680 1375484 1839925 1398925 2181493 2026989 1176104 1862142 1138474 1492021 1698249 84587 1474631 2058482 129720 253685 253685 261035 1503866 1956351 1357171
42126,347427 386358 776187 1933559 785820 1220955 660979 791236 1173255
43172,1930617 537652 127095 356658 406620 433659 814654 1217745 1247158 1849015 1876696 566072 1155926 1266800 1508621 2177399 1521830 1296109
45187,1409696 2202633 2041981 1130150 443914 1725516 1725516 1831888
45333,1378776 727364 1679112 745629 807868 940748 1878978 1232699 2138460 1813947 200484 1400665
46066,85243 416649 586968 617071 676015 903284 946806 1282427 1283775 1846156 1897513 2041368 2095007 29428 159023 804918 897475 1551780 1589028 1949698 1863185 1157255 12403 202418 464803 1966185 2109319 2054486 1902541 976074 1782570 1515709 395019 1292754 1082619 720189 394747 364532 399845 737082 741938 1674171 1723942 2158522 1984071 191453 1197910 183262 812130 1538056 1966819 2110965 1434510 1224625 45403 407548 721900 1365765 2094390 1872215 634692
47017,20013 31966 249794 560441 564997 817043 917714 974717 1097677 1132453 1142699 1288246 1307395 1419410 1436180 1438593 1481131 1554996 1690779 1848939 1923559 2012471 857876 2100989 113469 230362 702336 896957 1298547 1697978 2008934 1207842 539979 26035 73200 75376 99719 977325 1313701 1633627 2136502 747635 909199 1456402 1965004 1996632 5900 361131 367143 616979 760332 1054552 1184789 2117035 439107 2199293 93065 280536 15104 185854 659438 1185300 1659842 2246471 195544 299094 962323 1723413 162975 795668 796552 842662 1946327 1991326 2012652 617674 1224717 1450841 545532 382268 327016 1534759 148837 669425 1354570 309280 469963 2069505 802514 1459573 1631163 456193 479980 974997 2067876 2248479 1418396 1582820 877613 259806 1126668 1180297 2091331 1312807 205691 904968 1920929 1314999 1601840 1984291 1548256 1162111 2250379 825353 68419 1945466 1656243 358766 1562660 1034309 855071 1587962 372684 402449 1523202 1882724 1235731 143535 810860 959709 1174459
47369,29415 99953 102351 251616 340409 356551 380110 510797 689535 705880 719123 1005133 1060942 1140341 1235766 1282435 1689876 1863871 1919654 1985178 1988509 2237791 516439 249881 639550 758878 1324833 1621548 1710955 2036384 955542 1268774 1426151 1572703 1633959 718459 1637719 1042370 1373174 1457310 2090394 231443 1716677 557516 1374442 201550 633033 701899 1023331 263697 693443 1850227 32850 1541654 2019794 111913 393938 528316 545837 589471 1189910 1760521 2209103 420376 495181 522373 1123071 1242911 1880847 2220329 23054 194000 539078 1273895 2225991 35421 310610 479323 1094852 1613458 1668248 2156115 2189979 39650 213374 291513 496133 688618 1056758 1466503 1538867 1575310 1761571 1840637 1892530 2173810 212672 615483 662139 773117 983165 1743926 2090318
48271,70394 838948 1128220 1223261 2222204 426043 429059 1098132 1960316 2058100 558586 964690 1378037 633157 2119206 347377 449905 1735840 2221247 2235685 881430 1459669 2236330 391938 1065 76832 174021 314113 346168 849724 981546 1105665 1460581 1697158 1725338 1990256 2088176 2021983 1284336 2189727 1641627 1430366 108702 313931 313931 382740
49667,136623 377178 680091 893588 900707 1620473 1772048 2114734 47495 470373 525632 816501 877931 890238 936204 945082 972086 997624 1061980 1302330 1376818 1506605 1723026 1777208 1795964 1799617 148431 647417 980847 1383421 1405986 1465919 1946799 376388 3783 44527 238780 245054 364105 509973 721843 730982 760670 818206 980555 1023691 1069444 1120884 1374938 1414100 1535917 1720255 1845901 2084082 2152849 184841 409809 809959 865125 912990 929825 1132114 1261390 1699309 1745252 1855325 1969981 2073712 2256552 809433 1146818 1342355 1415837 1529230 2149537 1632830 1431544 12067 16133 54715 86102 262895 327468 337864 359504 454790 540959 639206 654185 875977 908541 982785 1047858 1072787 1093688 1196826 1292873 1368947 1473525 1504815 1563584 1596002 1609920 1922507 1967976 2041399 204997 234361 397780 533190 977869 1010505 2003564 2082191 2251494 1427066 1989884 2018304 13345 21119 82169 232283 260137 466705 517713 561424 719846 747534 1136275 1199173 1420963 1515523 1735677 2000546 2050315 31206 1042525 1111728 2193064 1926287 2209437 2223491 1210045 1890896 1231121 1724960 2185612 261075 264980 312405 923212 1168107 1720149 1822721 250485 1000333 1139304 1483691 1548339 1765050 1811349 1934227 2035256 2223852 1250513 1901108 471452 485536 1519809 1095604 27735 1715966 20748 1185950 1513802 1701999 1568542 1631232 1763689 1793141 1263653 1604684 83808 1701639 80699 665274 1229525 1984205 2028427 37246 1701744 1441793 1252479 1361498 1792259 180518 1632161 2223838 97909 97909 1394357 1602149 1961403 2123826 814729 1104001 419798 585760 2010532 28726 1960578 2077016 929116 2199700 2118385 1958227
53232,1006823 1708545 2220600 550927 52499 416698 134973 846279 1069844 1308604 2182817
53546,635509 1749472 342925 1089891 1519018
54193,1702804 1182759 1339451 336330 1827457 115335 1822971 1218785 1261998 361759 1775232 1525884 1887993 1049892
55472,92650 138434 156996 200918 368327 587588 738880 776599 803104 837360 1060266 1123073 1134653 1352228 1366664 1399406 1515044 1748387 1772803 1995332 2072329 308175 393454 453139 454243 975433 1428205 1525050 2228030 559776 288430 335561 544846 920824 1078971 1698561 2155857 134697 963163 786870 1367497 1602426 1477393 11202 1676979 2038399 1956071 1349412 1188759 17361 354173 981661 1317519 1517046 1641150 1673413 1826645 2209704 232138 1533072 622834 897505 1355808 1380118 1425956 1652756 469743 776897 1842035 422799 1682789 835997 1241629 1697554 1815125
57198,146027 206158 1392869 1972414 934805 1690790 921204 766207 305458
57451,746153 631315 385955 1766217 1869921 478614 2042411
58609,324523 567989 815857 514374 287053 395704 932459 2032251 640834 1273038 2021144 423179 864324
61064,746800 1772074 584130 755182 1041639 1295843 1502263 2075002 279685 134307 565961 959130 1034842 1465557 1675975 2050000 2091214 2130760 2184630 1956780 984038 143951 551160 1148629 496566 1074858
62984,1699311 589321 875518 1210726 1571576 77274 130112 1425746 1542763 1804732 1926166 2034939 2058602 2081382 2248521 2062401 418242 165351 1233619 2147903 316282 673684 1883810 7694 62138 204531 436903 614191 621653 708274 999211 1063899 1258404 1309805 1348410 1354952 1653130 432850 526406 1009242 1291998 2081944 1408384 332587 1127084 65501 323767 358853 567888 644802 938884 1423808 1542586 1610740 1917068 1848846 1304305 1514879 15533 17240 22245 36575 169894 210299 272790 427191 452986 615926 628586 629173 794620 901384 978906 1100907 1140592 1168906 1171898 1290378 1330683 1457155 1490095 1494324 1623697 1650258 1689537 1835622 1988262 2123749 2151004 2237096 135533 2232688 995755 1401535 1345739 752081 107189
63141,214528 1218037
68442,1282045 1373192 1254384 1569877 274626 1082885 1140750 1141983 1753187 1996627 2055801 2122432 210286 810278 1425866
68676,1091672 1312214 380874 1114460 909594 1610168 972354 2076665 138789 191887 209825 249506 288177 298942 417263 503988 659146 862059 903054 1027652 1051482 1067040 1163164 1356243 1773881 1914015 1947185 1993375 2075553 2108397 2241982 193345 432673 618179 1350933 1722176 291538 1792647 2032555 902644 1075218 1806838 1634808 1668336 2034893 2004095 304338 1575126 2135789 1038427 51213 304379 326702 589390 640358 830317 856597 943292 964232 1007384 1094801 1178489 1232019 1267117 1281657 1552459 1725673 1867247 1886912 1905456 2036999 656382 987485 204838 647855 862902 1723232 1913430 24020 1458433 1610440 678942 1454358 2175732 1949905 1462079 42108 343942 168632 553983 863629 14131 17667 142728 261358 351826 365443 417384 956984 1085231 1138260 1277972 1379587 1439865 1553313 1778680 1938143 2037325
70311,1597169 594914 278945 1900560 1572872 1844708 1387164 1789018 2193762 634915
71221,649826 665014 1054673 1257102 1888630 1708272 1906331 299530 1181738 1489276 2146545
72384,69982 339600 715676 1564994 1121350 885239 2019615 2193796 1649373 525382 904269 1370074 28190 2097228 86576 435782 2244968 2257331 2228003 923067 2224260 300244 1037542 1178398 982810 1756658 1377948 2002545
74859,179245 488107 488107 488107 710454 852203 1044426 1486393 1762955 1775592 1775592 1775592 1819639 1887843 1909010 1947409 2028109 1261356 2172540 2221657 245139 249005 1879774 592046 1203866 1371642 1979144 687725 909362 1044183 1489831 1625277 2032968 875731 230589 2127249 1428726 946604 946604 878446 618621 524562 1485533 1835988 1835988
76183,15019 402770 581965 629541 897189 969053 1091151 1208075 1491580 1580445 1644332 1827217 33337 1380782 2061356 4296 205760 250540 261456 293840 378637 461152 590305 662526 699867 776230 821196 920306 1117338 1223171 1297022 1309726 1545486 1985404 572744 701999 1923883 82224 1519293 1003743 283577 340057 2060837 493309 2244642 1152591 923316 699330 1236614 1072840 1058483 677842 689286 875865 1533767 1646750 1673384 1737388 1967485 1992939 2045510 259499 839833 1520793 715397 1467922 210751 2177953 293911 95829 109706 111350 179250 192259 213349 219314 266909 323062 366664 428194 475368 488828 533867 574353 580071 600486 612694 621378 628855 661637 670717 709343 730872 801734 830586 871610 915084 951178 988903 1012067 1055989 1071588 1078165 1086352 1104791 1117241 1171420 1173448 1252910 1390402 1456850 1473761 1494592 1511818 1532220 1589083 1596708 1678457 1759881 1829237 1859689 1899758 1908493 1933344 2006522 2073923 2083162 2107912 2150470 2179981 2213046 2227722 2250826 1859824 1120194 1071122 168534 178436 302245 431532 687447 823647 862293 2156493 2004751 544476 1143825 1297144 1708440 1934563 210189 1417677 1650757 2087371 2088501 82280 1089815 1856066 2186963 1412663 1255255 563641 1586117 1923729 1930454 150038
81218,95529 1475219 649796 592457 621535 824722 1401865 1454974 1865941 1969266 1365511 466395 1505648 2250175 521015 185328 313744 917654 941427 1182802 41810 425633 435695 780397 1197981 1242222 411001 1509773 1960235 1987218 45630 230118 1589473 1309553 17082 157190 320276 485151 977803 1042879 1304593 1744581 1742238 243554 314977 357394 1049818 1281723 1289243 1499307 1499929 1263337 1522755 1668494 97038 218745 446003 988906 1550254 1592225 1616921 653869 376708 418975 530771 558443 996532 1093923 1179560 1729541 2023318 2160184 121993 678111 703952 638423 886912 634831 111551 1122016 210140 217855 1192271 1900712 2172846 167099 685267 947725 1030281 1115400 1544228 1635887 2026761 52219 1704540 242855 1925574 153509 242280 1640611 1200492 264827 455886 1192002 1306486 1498957 1564457 1613170 1712722 2128596 2195335 482493 1512055 1167330 1591132 1509051 648003 88721 257346 340515 502522 1224344 1427371 2010381 443842 482870 1346680 38563 128055 181437 314575 324255 335623 356440 642460 834717 896900 944014 980078 1066445 1340647 1472794 1515706 1529721 1533027 1557867 1568257 1773850 1950183 1953202 2009926 2010999 2056193 2101282 2123008 2179576 2184861 2215294 1450114 1917839 1057432 1224336 1694337 215343 258994 392778 1463244 1815580 2105406 1049853 881304 397747 1677403 1690379 751917 1089949 1923630 184442 369168 674985 880981 1717889 2083450 2145297 2038725 1603776 17932 353716 787167 914843 18269 581075 944705 1205332 1250789 1635686 1989542 2183875 2209725 1126344 292121 1295973 1911856 1548832 1444648 1204367 70407 659089 150561 206048 350102 530096 597183 676679 747483 1593180 364692 1563048 739268 237086 566974 594963 805906 1098325 1247623 1566217 1735835 1969644 2094847 2120887 2168500 2183322 52905 832886 1026523 1256127 1379366 1614048 2024150 2229445 1467573 1615828 1756460 1929878 232644 454132 588651 677887 839622 1137384 1150383 1279711 1459996 1522761 1877041 1949467 2045144 2045644 162949 1916932 1343126 1793149 1431769 30403 637258 1306490 1492107 2052042 94429 287420 539242 888208 1991251 59184 208168 259660 298407 376314 780640 787527 833021 936172 983455 1027533 1090219 1250517 1534192 1609632 401171 1790355 1422829 422998 687423 1190918 1424386 1706626 1778357 1940217 560046 800990 191213 1848071 1632729 1520742 1699566 222304 691034 870648 1324242 1516193 1599031 1846792 2239440 2258182 10978 137973 296749 348544 642339 2255216 87990 309901 807864 864190 1369137 2232515 1148545 1439150 1903914 2029533
81405,2128211 2128211 5861 5861 385814 2135831
83883,861961 1310594 2057878 468565 988033 1303865 2141816 209626 541546 154904 1394629 2038861 1532076 1877115 1547214 522539 576293 686633 979020 993092 1278185 1442933 1592275 1668682 1775979 602664 1573163 2143797 1406690
84662,2007534 405986 649881 1196580 2160067 1203321 1645830 1858118 595863 315530 571832 1734049 1642073 165665 1146340 2169395 48759 1320354 235531
86158,119330 224975 1219945 1656330 1882707 1889605 2042695 349852 1682028 1128162 32035 325285 1019850 208581 539183 733318 1047122 1752118 1863828 415956 971707 1440503 1794770 184020 255053 1996341 232473 841990
86266,494363 1269774 1859939 427777
86845,53772 69753 100168 505925 557277 632887 748296 811840 864662 1038372 1102404 1227538 1322043 1349362 1424973 1482234 1763851 1992450 2156159 2205488 1128708 1302317 2211159 660744 2196496 191587 491203 498564 663687 758010 912730 971937 1086736 1122318 1367721 1458904 1638662 1807093 1948631 2003062 2035866 553449 727812 1119417 1872163 937925 1883729 1004510 693113 805243 1796004 360584 533442 802463 1118574 1155323 1177062 1214950 1358512 1424550 1863898 2158159 2212363 186232 1291353 1062288 1444387 880947 1420953 1728422 2221069 1259559 1020536 1474683 717212 1657095 1897108 1185029 210036 767455 906229 1120438 1893922 718663 261285 769560 895357 1644179 633535 1917423 1797592 806098 948601 2253987 933942 1162840 677970 1298179 1761030 66924 834753 1097067 1149652 1561536 177583 693241 525162 678420 944680 968400 995385 1220585 1372171 1589740 1368473 1867482 1171737 26266 52632 75377 234482 381728 575008 1412008 2187734 599587 1898983 1905937 1932364 2042191 32618 251041 594461 738506 1101480 1142841 1634186 2022287 2244671 452271 967680 1276544 886957 1771558 626860 1881652 34309 1098780 1195702 1609875 507513 19113 119646 1076122 431827 937800 1443122 1666659 1777379 2200642 605877 711429 1253648 1472668 1575680 1952915 1986493 2255112 518917 46346 285634 414534 607817 848536 1097199 1564219 1630917 1706533 1725102 1859328 1939455 1966464 2027842 2139274 125553 374847 1396891 1746392 353512 504237 1205386 1304539 1362958 1464858 1741375 337 22511 146379 148325 242499 267198 267516 330617 363220 363289 423688 522895 522934 559093 651830 723013 742095 814171 870257 870902 875778 932781 963766 1101594 1113047 1113398 1145116 1148934 1173579 1424248 1458517 1473485 1504028 1569125 1582509 1597755 1669860 1695482 1847068 1894214 1916167 1951425 1968002 1982219 2122831 2129849 2140548 129006 454219 508153 600516 648586 725355 735416 1037199 1148350 1492724 1493733 1560660 1579480 1953712 2020160 2070762 2086292 2103076 2173270 1428450 1963405 2043601 201475 619520 624515 1350733 1454200 1470448 1499511 1625445 1828183 1892150 1899261 2062680 2127986 2194993 363277 985695 454777 2010548 2027771 119054 343971 351977 1005940 1097910 1295381 1601000 2162757 795189 325230 632943 895452 1065552 1397172 78161 89824 130264 148927 272102 351236 399773 431446 438057 451096 480249 492333 519265 525514 532573 603507 606804 637056 643264 688428 716621 718570 735601 815366 828690 832437 832521 839836 891180 902427 968814 1023847 1087240 1131977 1158534 1172652 1236018 1298495 1326086 1360033 1388443 1409659 1412879 1423185 1424181 1436616 1453696 1457573 1467323 1479493 1512277 1556655 1608730 1684391 1689050 1698231 1710924 1721863 1728892 1797046 1799548 1832524 1851374 1876389 1878858 1905569 1907442 1929561 1964686 1976538 2002001 2050879 2068399 2070850 2174389 2185427 2258077 217674 63970 79973 84551 95206 104134 108482 110736 121134 152270 209188 239556 299689 395517 522448 523012 527948 555805 599510 647216 862727 1029085 1035548 1035562 1043493 1161502 1185045 1257983 1367110 1385748 1411899 1421169 1456862 1558199 1600303 1609165 1678594 1687400 1702035 1740760 1779230 1812469 1816673 1824858 1948046 2050570 2059405 2067828 2091615 2154312 2200762
87120,524333 1557218
87934,2075495 580976 421482 1358542 1611047 1785035 1863600 1708358 1773302 42763 858945 1006803 1213397 1370222 241362 751152 1360352 1842666 1981595 713893
88969,1022306 1112655 540051 1280237 1943414
89502,322316 492191 547812 805184 1564192 1818617 1951363 1972583 2201385 527875 69342 1855542 461596 627865 1084478 1091416 1129163 1173994 1432775 1493012 1903947 2077511 1280598 300035 2106272 1800823 421965 1143377 442818 923366 1596219 331644 1634053 2111585 18048 27640 94961 205240 377615 854429 1125364 1293040 1330466 1579271 1736183 1857355 2019797 2020729 2137975 1165361 1821964 1137926 1852463 38113 327023 563493 718006 1025855 1074071 1182451 1231478 1472861 1481723 1663976 1787011 2022521 2030054 2065514 2092397 2133334 2146798 1112817 581050 1942166 2081098 2131697 1740834 120956 1374960 1954636 1978626 904244 97391 68710 206002 209690 499460 928313 1000862 1003909 1315016 1359998 1433567 1831059 491717 303677 541815 2015608 633716 709014 1471528 983303 342086 2725 44929 176469 185430 362742 508917 536483 639121 675069 680577 732160 775919 878184 1022973 1413889 1453140 1576338 1756027 1841150 1874328 2084053 2239190 651562 1687400 564334 975429 979578 1422836 278326 792229 965975 1772361 2059777 783688 253358 2087621 154751 1116508 37394 131673 237081 295077 587488 603435 720230 774795 1064655 1166152 1482956 1505857 1764250 2126142 2136236 2214026 2225571 932754 126510 153186 1939170 2108853 1637993
91290,311444 322407 440141 558235 895106 1442229 1653492 1690770 1987502 1613640 1722558 1747821 1473050 1565429 1777448 213278 235611 1083689 1298864 1836308 2013387 2066223 1466084 1946627 749558 394128 919430 1257246 1966382 630484 781421 1405743 843004 1105834 1145936 1490629 1541652 1124248 139370 1588604 1783485
91563,1548193 326329 749807 1880074 48246 515892 2226539 101197 1029390 77002 1996260 2060777 2035157 1748140 1069777 1955844 2033291 774672 838344 1490995 488039 1531509
