AuthorId,PaperIds
47017,230362 1298547 1697978 962323 280536 195544 20013 99719 249794 796552 977325 1132453 1633627 1690779 1996632 2199293 539979 917714 1436180 1848939 5900 15104 367143 616979 857876 1054552 1184789 1946327 2117035 31966 68419 358766 817043 974717 1034309 1097677 1126668 1142699 1307395 1418396 1438593 1481131 1554996 1562660 1587962 1945466 2012471 185854 659438 1450841 1659842 2136502 2246471 1965004 113469 299094 702336 1207842 1723413 2008934 1601840 1984291 2069505 560441 1419410 73200 162975 469963 896957 1185300 1313701 1923559 1991326 1162111 2250379 26035 75376 93065 361131 439107 795668 479980 855071 974997 1180297 2067876 2091331 2248479 842662 2012652 760332 564997 747635 909199 825353 1656243 1314999 1548256 456193 1288246 1456402 1920929 617674 1224717 1354570 1582820 148837 669425 802514 877613 1312807 1459573 2100989 327016 545532 1534759 205691 309280 904968 382268 259806 143535 372684 402449 810860 959709 1174459 1523202 1882724 1631163 1235731
47369,29415 32850 99953 102351 251616 340409 356551 380110 510797 516439 689535 705880 719123 1005133 1060942 1140341 1235766 1282435 1541654 1689876 1863871 1919654 1985178 1988509 2237791 201550 231443 249881 263697 393938 420376 557516 589471 615483 639550 662139 693443 718459 758878 773117 955542 1042370 1123071 1189910 1242911 1268774 1426151 1457310 1621548 1637719 1710955 1716677 1760521 1880847 2036384 2090318 2209103 2220329 212672 528316 633033 701899 1023331 2019794 35421 310610 479323 1094852 1374442 1613458 1668248 2156115 2189979 1324833 194000 539078 983165 1273895 1373174 1743926 2090394 2225991 39650 213374 291513 496133 688618 1056758 1466503 1538867 1575310 1761571 1840637 1892530 2173810 23054 111913 522373 545837 1572703 1633959 1850227 495181
48271,347377 382740 391938 449905 633157 1735840 2021983 2119206 2221247 2235685 1459669 1641627 2236330 426043 429059 558586 1098132 1128220 1378037 1960316 2058100 2222204 70394 964690 881430 108702 838948 1223261 1065 76832 174021 314113 346168 849724 981546 1105665 1430366 1460581 1697158 1725338 1990256 2088176 1284336 2189727 313931 313931
49667,3783 12067 16133 20748 27735 28726 37246 44527 54715 80699 86102 97909 97909 136623 148431 180518 184841 204997 234361 238780 245054 250485 261075 262895 264980 312405 327468 337864 359504 364105 376388 377178 397780 409809 419798 454790 470373 509973 525632 533190 540959 585760 639206 647417 654185 665274 680091 721843 730982 760670 809433 809959 816501 818206 865125 875977 877931 890238 893588 900707 908541 912990 923212 929116 929825 936204 945082 972086 977869 980555 980847 982785 997624 1000333 1010505 1023691 1042525 1047858 1069444 1072787 1093688 1095604 1111728 1120884 1132114 1139304 1146818 1168107 1185950 1196826 1210045 1229525 1231121 1252479 1261390 1292873 1302330 1342355 1361498 1368947 1374938 1376818 1383421 1394357 1405986 1414100 1415837 1427066 1431544 1441793 1465919 1473525 1483691 1504815 1506605 1513802 1529230 1535917 1548339 1563584 1568542 1596002 1609920 1620473 1631232 1632161 1632830 1699309 1701999 1720149 1720255 1723026 1724960 1745252 1763689 1765050 1777208 1792259 1793141 1795964 1799617 1811349 1822721 1845901 1855325 1890896 1922507 1926287 1934227 1946799 1958227 1960578 1967976 1969981 2003564 2010532 2028427 2035256 2041399 2073712 2082191 2084082 2118385 2123826 2149537 2152849 2185612 2193064 2199700 2209437 2223491 2223838 2223852 2251494 2256552 13345 21119 47495 82169 232283 260137 466705 517713 561424 719846 747534 1061980 1136275 1199173 1420963 1515523 1519809 1735677 1772048 2000546 2050315 2114734 1250513 1901108 471452 485536 1263653 2077016 814729 1104001 1604684 83808 1701639 1701744 1984205 1715966 31206 1602149 1961403 1989884 2018304
53232,134973 1006823 52499 416698 846279 1069844 1308604 2182817 1708545 2220600 550927
53546,635509 1749472 342925 1089891 1519018
54193,1339451 1702804 1049892 336330 115335 1822971 1182759 1827457 1218785 1261998 1525884 1887993 361759 1775232
55472,11202 17361 138434 156996 288430 308175 335561 354173 393454 453139 454243 544846 559776 587588 738880 776599 786870 803104 835997 837360 920824 963163 975433 981661 1060266 1078971 1123073 1134653 1188759 1241629 1317519 1349412 1352228 1366664 1367497 1399406 1428205 1477393 1515044 1517046 1525050 1533072 1602426 1676979 1697554 1698561 1748387 1772803 1815125 1826645 1956071 1995332 2038399 2072329 2155857 2209704 2228030 92650 134697 200918 232138 368327 897505 1355808 622834 1641150 1673413 469743 776897 1380118 1425956 1652756 1842035 422799 1682789
57198,146027 206158 766207 921204 934805 1392869 1690790 1972414 305458
57451,385955 1766217 1869921 746153 631315 2042411 478614
58609,324523 567989 815857 287053 514374 395704 932459 640834 1273038 2021144 423179 864324 2032251
61064,746800 2130760 279685 1041639 1074858 551160 1772074 584130 1295843 1502263 2075002 984038 1956780 755182 134307 565961 959130 1034842 1465557 1675975 2050000 2091214 2184630 143951 496566 1148629
62984,432850 752081 995755 1009242 1304305 1401535 1699311 2062401 2081944 77274 130112 673684 1804732 1926166 2034939 2058602 2081382 1917068 589321 875518 1210726 1571576 65501 323767 358853 567888 644802 938884 1345739 1408384 1423808 1425746 1514879 1542586 1610740 1848846 7694 62138 204531 418242 436903 614191 621653 708274 999211 1063899 1258404 1309805 1348410 1354952 1653130 15533 17240 22245 36575 169894 210299 272790 427191 452986 615926 628586 629173 794620 901384 978906 1140592 1168906 1171898 1290378 1330683 1457155 1490095 1494324 1623697 1650258 1689537 1835622 1988262 2123749 2237096 316282 1542763 526406 2232688 1291998 165351 332587 1127084 1233619 2147903 1883810 2248521 1100907 2151004 135533 107189
63141,214528 1218037
68442,210286 274626 810278 1082885 1425866 1753187 1996627 2055801 2122432 1282045 1373192 1254384 1569877 1140750 1141983
68676,138789 191887 209825 249506 288177 291538 298942 380874 417263 618179 659146 862059 903054 909594 972354 1027652 1051482 1091672 1114460 1163164 1312214 1350933 1356243 1454358 1462079 1610168 1634808 1722176 1773881 1792647 1914015 1947185 1993375 2032555 2075553 2076665 2108397 2241982 193345 1067040 51213 432673 503988 830317 902644 964232 1075218 1281657 1610440 1725673 1886912 2036999 24020 1458433 168632 553983 863629 1949905 14131 17667 142728 261358 351826 365443 417384 956984 1085231 1138260 1277972 1379587 1439865 1553313 1778680 1938143 2037325 2004095 1038427 42108 1806838 343942 304379 326702 589390 640358 856597 943292 1007384 1094801 1178489 1232019 1267117 1552459 1867247 1905456 304338 678942 1575126 2034893 2135789 2175732 656382 987485 1668336 204838 647855 862902 1723232 1913430
70311,278945 594914 1597169 1844708 1900560 1387164 1572872 1789018 2193762 634915
71221,649826 1888630 1906331 1708272 665014 1054673 1257102 299530 1181738 2146545 1489276
72384,715676 1564994 1649373 2193796 69982 525382 904269 1370074 2019615 885239 339600 1121350 1037542 86576 435782 2244968 2257331 28190 2097228 982810 1756658 923067 2224260 1178398 300244 2228003 2002545 1377948
74859,245139 249005 488107 488107 488107 710454 852203 1044426 1261356 1486393 1762955 1775592 1775592 1775592 1819639 1879774 1887843 1909010 1947409 2028109 2221657 2172540 875731 179245 1428726 592046 687725 909362 1044183 1371642 1489831 524562 1485533 1203866 1979144 1625277 2032968 618621 1835988 1835988 946604 946604 230589 2127249 878446
76183,178436 302245 687447 823647 1120194 1856066 2087371 2088501 2156493 2244642 701999 33337 250540 261456 378637 590305 662526 699867 776230 821196 1223171 1297022 1545486 402770 969053 1208075 1580445 1644332 266909 488828 621378 1055989 1596708 2006522 2213046 15019 581965 629541 897189 1091151 1491580 1827217 4296 205760 293840 461152 920306 1117338 1309726 1380782 1985404 2061356 1923883 2177953 677842 689286 875865 1533767 1646750 1673384 1737388 1967485 1992939 2045510 572744 715397 1467922 210751 544476 2060837 82224 340057 283577 1152591 493309 1519293 1058483 1003743 259499 839833 1520793 923316 1072840 1236614 699330 168534 293911 563641 1586117 1923729 1071122 1143825 2004751 95829 109706 111350 179250 192259 213349 219314 323062 366664 428194 475368 533867 574353 580071 600486 612694 628855 661637 670717 709343 730872 801734 830586 871610 915084 951178 988903 1012067 1071588 1078165 1086352 1104791 1117241 1171420 1173448 1252910 1390402 1456850 1473761 1494592 1511818 1532220 1589083 1678457 1759881 1829237 1859689 1899758 1908493 1933344 2073923 2083162 2107912 2150470 2179981 2227722 2250826 1934563 862293 1859824 150038 1089815 1255255 1650757 1297144 1708440 2186963 82280 210189 431532 1412663 1930454 1417677
81218,807864 95529 1365511 1865941 1969266 2250175 1454974 886912 637258 1793149 466395 592457 621535 649796 824722 1401865 1475219 1505648 17932 787167 376708 418975 558443 996532 1093923 1179560 1729541 2023318 2160184 97038 1592225 1616921 446003 1550254 218745 988906 597183 1049853 1115400 1512055 1635887 2026761 1603776 45630 185328 521015 230118 1509773 1589473 1960235 1987218 232644 443842 454132 588651 677887 751917 839622 1137384 1150383 1197981 1242222 1279711 1459996 1522761 1694337 1699566 1742238 1877041 1917839 1949467 2045144 2045644 392778 243554 357394 530771 634831 1049818 1289243 1309553 1499307 1499929 41810 425633 1599031 210140 217855 1192271 1900712 2172846 1509051 292121 1295973 1911856 222304 1444648 1516193 1846792 313744 411001 435695 780397 917654 941427 1182802 17082 157190 320276 482870 485151 977803 1042879 1304593 1306486 1346680 1498957 1564457 1613170 1712722 1744581 2195335 30403 59184 94429 191213 208168 215343 258994 259660 287420 298407 309901 376314 397747 539242 648003 739268 780640 787527 800990 833021 888208 936172 983455 1027533 1090219 1148545 1250517 1422829 1439150 1450114 1463244 1534192 1609632 1677403 1690379 1706626 1815580 1848071 1903914 1940217 2029533 2183322 2255216 1200492 121993 678111 703952 581075 2209725 560046 1520742 1632729 2010381 1467573 1615828 1756460 1929878 1089949 1923630 10978 206048 805906 864190 1324242 1369137 1431769 1566217 2232515 38563 128055 181437 314575 324255 335623 356440 642460 834717 896900 944014 980078 1066445 1340647 1472794 1515706 1529721 1533027 1557867 1568257 1773850 1950183 1953202 2009926 2010999 2056193 2101282 2123008 2179576 2184861 2215294 257346 264827 340515 502522 1192002 1427371 2128596 87990 1057432 1224336 184442 1735835 2038725 1916932 153509 242280 1167330 1591132 1640611 1343126 2105406 88721 455886 1224344 70407 162949 167099 242855 353716 401171 659089 685267 914843 947725 1030281 1522755 1544228 1790355 1925574 314977 1281723 653869 18269 52219 52905 111551 137973 150561 237086 296749 348544 350102 364692 369168 422998 482493 530096 566974 594963 638423 642339 674985 676679 687423 691034 747483 832886 870648 880981 881304 944705 1026523 1098325 1122016 1126344 1190918 1204367 1205332 1247623 1250789 1256127 1263337 1306490 1379366 1424386 1492107 1548832 1563048 1593180 1614048 1635686 1668494 1704540 1717889 1778357 1969644 1989542 1991251 2024150 2052042 2083450 2094847 2120887 2145297 2168500 2183875 2229445 2239440 2258182
81405,5861 5861 2128211 2128211 385814 2135831
83883,154904 209626 468565 988033 1303865 1394629 2057878 2141816 1547214 861961 1310594 541546 602664 1573163 2143797 522539 576293 686633 979020 993092 1278185 1442933 1592275 1668682 1775979 1406690 1532076 1877115 2038861
84662,165665 315530 1146340 2169395 1642073 571832 1734049 235531 405986 649881 1196580 1203321 1645830 1858118 2160067 2007534 1320354 48759 595863
86158,119330 208581 224975 325285 539183 733318 841990 1019850 1047122 1219945 1656330 1752118 1794770 1882707 2042695 349852 1682028 1889605 1128162 415956 971707 1440503 32035 184020 255053 1996341 1863828 232473
86266,494363 1269774 427777 1859939
86845,46346 63970 75377 119646 146379 177583 267198 267516 299689 399773 555805 599510 693241 795189 870257 1076122 1101594 1113047 1145116 1812469 1916167 1917423 1952915 1976538 53772 69753 100168 191587 360584 491203 498564 505925 557277 632887 663687 718570 748296 758010 802463 811840 864662 912730 971937 1038372 1062288 1086736 1102404 1118574 1122318 1128708 1155323 1227538 1302317 1322043 1349362 1358512 1424550 1424973 1444387 1458904 1482234 1638662 1644179 1807093 1863898 1948631 2003062 2035866 2156159 2158159 2205488 2211159 2212363 1763851 553449 660744 727812 1259559 1367721 1368473 1992450 2196496 1119417 1872163 66924 210036 767455 834753 1097067 1149652 1474683 1561536 1897108 201475 619520 624515 1023847 1828183 1876389 148927 1298495 438057 805243 832437 1005940 1236018 1360033 717212 880947 937925 1420953 1728422 1883729 186232 533442 1020536 1177062 1214950 285634 414534 607817 1097199 1185029 1205386 1564219 1630917 1706533 1725102 1939455 2062680 2139274 2194993 32618 251041 594461 738506 1101480 1142841 1634186 2022287 2244671 26266 52632 78161 89824 234482 351236 351977 381728 452271 454219 480249 518917 522448 525162 575008 600516 606804 647216 677970 688428 725355 839836 848536 891180 933942 944680 967680 968400 995385 1148350 1162840 1276544 1350733 1362958 1372171 1411899 1423185 1453696 1456862 1464858 1579480 1589740 1698231 1740760 1741375 1761030 1797592 1859328 1878858 1892150 1898983 1899261 1966464 2020160 2050879 2059405 2162757 2174389 2187734 693113 1004510 1796004 217674 325230 632943 1065552 1560660 19113 34309 95206 261285 454777 507513 508153 599587 605877 626860 678420 711429 718663 769560 895357 1087240 1098780 1161502 1195702 1220585 1253648 1409659 1428450 1454200 1470448 1472668 1575680 1601000 1609875 1657095 1777379 1799548 1881652 1905937 1932364 1963405 1986493 2010548 2027771 2042191 2043601 2086292 2221069 2255112 125553 374847 1396891 1746392 337 22511 148325 242499 330617 363220 363289 423688 431827 522895 522934 559093 651830 723013 742095 814171 870902 875778 932781 963766 1113398 1148934 1173579 1424248 1458517 1473485 1504028 1569125 1582509 1597755 1669860 1695482 1847068 1894214 1951425 1968002 1982219 2122831 2129849 2140548 79973 84551 104134 108482 110736 119054 121134 129006 130264 152270 209188 239556 272102 343971 353512 363277 395517 431446 451096 492333 504237 519265 523012 525514 527948 532573 603507 633535 637056 643264 648586 716621 735416 735601 806098 815366 828690 832521 862727 886957 895452 902427 906229 937800 948601 968814 985695 1029085 1035548 1035562 1037199 1043493 1097910 1120438 1131977 1158534 1171737 1172652 1185045 1257983 1291353 1295381 1298179 1304539 1326086 1367110 1385748 1388443 1397172 1412008 1412879 1421169 1424181 1436616 1443122 1457573 1467323 1479493 1492724 1493733 1499511 1512277 1556655 1558199 1600303 1608730 1609165 1625445 1666659 1678594 1684391 1687400 1689050 1702035 1710924 1721863 1728892 1771558 1779230 1797046 1816673 1824858 1832524 1851374 1867482 1893922 1905569 1907442 1929561 1948046 1953712 1964686 2002001 2027842 2050570 2067828 2068399 2070762 2070850 2091615 2103076 2127986 2154312 2173270 2185427 2200642 2200762 2253987 2258077
87120,524333 1557218
87934,1773302 42763 1358542 2075495 580976 858945 1006803 1213397 1370222 1708358 1611047 1863600 421482 1785035 241362 751152 1360352 1842666 1981595 713893
88969,1280237 1943414 1112655 1022306 540051
89502,491717 492191 1852463 1951363 547812 69342 94961 322316 461596 527875 627865 805184 854429 1084478 1091416 1125364 1129163 1173994 1330466 1432775 1472861 1493012 1564192 1579271 1663976 1787011 1818617 1855542 1903947 1972583 2022521 2077511 2133334 2201385 176469 185430 362742 508917 639121 675069 732160 775919 878184 1116508 1756027 1841150 1874328 2084053 2239190 709014 1471528 1374960 1954636 38113 300035 327023 563493 718006 1025855 1074071 1143377 1182451 1231478 1280598 1481723 2030054 2065514 2092397 2106272 2146798 331644 1634053 1740834 2111585 120956 1978626 541815 253358 1687400 2087621 18048 27640 205240 377615 904244 1293040 1736183 1857355 2019797 2020729 2137975 442818 923366 1596219 68710 206002 209690 499460 633716 928313 1000862 1003909 1315016 1359998 1433567 1831059 1942166 2081098 2131697 2725 44929 536483 680577 1022973 1413889 1453140 1576338 1637993 1764250 2136236 2214026 1112817 37394 131673 587488 774795 2225571 581050 1165361 1821964 278326 792229 965975 983303 1772361 2059777 237081 295077 603435 720230 1064655 1166152 1482956 1505857 2126142 1800823 342086 126510 153186 1939170 2108853 421965 303677 651562 97391 932754 1137926 564334 975429 979578 1422836 2015608 783688 154751
91290,311444 322407 440141 558235 895106 1442229 1613640 1653492 1690770 1722558 1747821 1783485 1987502 630484 781421 1836308 2066223 213278 1083689 1298864 2013387 1473050 1565429 1777448 1145936 1466084 1966382 139370 1588604 843004 1105834 749558 919430 1257246 1946627 394128 1405743 1490629 1541652 1124248 235611
91563,1548193 1996260 488039 749807 326329 1880074 1531509 101197 1029390 48246 2226539 515892 2035157 77002 2060777 1955844 2033291 774672 1748140 1069777 838344 1490995
