AuthorId,PaperIds
28219,167565 586226 631751 1456144 1588027 1791923 602134 1890179 627675 1931375 1835483 774485 1144676 780897 1706816 2184495 68017 2060242 1652378 1680681 335385 109827 82050 897275 1464976 401615 303593 1116196 383133 654955 1150031 1902112 5120 1594284 1084963 487655 1581445 5770 128718 447407 1325050 1422005 1731420 1481346 83820 623567 1025108 1852837 186104 1220941 2247914 660242 665753 1078812 1955611 333598 1637736 1696145 330872 680300 1399749 647888 1703055 1862163
29128,1137717 2196786 618851 2178958 642811 921604 703337 1860108 1235232 657946 648074 1927641 315629 110647 1380889 1769412 601667 804653 2095139 223276 1174507 1635071 1668715
34494,803164 968173 1076624 259341 707534 1784487 629989 1063907 1524512 728621 91967 549068 560590 712201 353064 804003 1719679 1206531 472573 846983 1536613 809480 1096538 159091 1320542 997090 1006766 1750762 462095 1397825 1910875 1014168 1116725 1356744 2047860
34496,2130364 62917 266856 888479 1429443 2169307 1638932 1363327 2253773 1359075 632352 858967 161413
36062,12362 100084 105792 111433 231435 274016 280324 292891 318438 384055 581437 605243 611971 646637 704914 822364 869744 870955 916143 946260 972530 1007492 1037188 1135619 1148170 1168546 1225907 1227183 1257199 1374008 1393734 1481448 1528118 1579310 1627429 1644154 1755021 1760287 1895803 2120779 2254989 2030363 1096144 1150479 1314077 1411362 1809858 1894316 1975276 921400 1958799 2084437 1895472 88304 1488418 461765 1770228 1229421 899789 1765448 2257551 838672 100193 169846 691018 741657 830033 1107923 1260867 1537633 1561450 1561467 2011689 2179156 2243971 2257205 1070290 1098015 1302514 910628 96930 1051950 239616 448872 1658764 2251014 2166942 1475139 1938337 1791107 100646 1488609 1884507 253150 1520105 319858 667744 1465493 1501169 1994278 1205019 1346661 957237 710159 1053515 881018 1975664 838367 1065957 52206 400327 914058 2129732 183182 630759 709071 939209 993804 1293320 1696591 2009413 2258994 1152288 394413 1033927 1291513 1296714 1985804 2143817 82450 471502 924384 2169470 1178094 1566501 1765108 1805494 57030 1425834 2218065
39768,5505 8641 115843 162121 200508 206613 216047 405042 423743 539687 547614 551615 556341 818472 885347 1219316 1240968 1382763 1399457 1406329 1430807 1494469 1502430 1527646 1559005 1592066 1730752 1771946 1942840 2112139 2126514 2139326 2185775 523900 758183 1428199 156198 367476 432897 154803 28045 1285995 93488 370220 452266 1123455 1124811 1367227 1762264 1859302 1974886 766030 947393 494957 553353 710951 730365 1069237 1156204 1347552 1489965 1628319 1802369 2208909 2236084 648483 1595095 100673 958934 385658 511397 825836 871837 872311 918619 1245793 1754413 1884083 1937541 1972254 2106793 2182654 2232604 1466535 68023 922526 928356 1235441 1289447 1396244 2050669 2126402 1845192 618452 711258 783061 879373 1114602 1498743 1751703 155087 331742 589984 1036289 1102370 1195190 1984723 2059764 312197 1229328 1061105 2175268 322704 223129 1157824 429315 217454 1902374 1466741 1975573 1133985
39798,2246046 1892653 1372592 2056173 1785282 1472026 2153956 1906933 1581995 510673 1503521 729571 544441 1122961 1380258 1929774 1994858 2196869 594947 1788489 2104288 530891 666223 1610722 2052980 2139329 729457 1075626 854512 1288620 374468 115064 1054247 376339 18672 519981 1885187 2087449
40047,847322 848122 1133541 1141560 945776 1045548 1738143 188576 1099951 1116160 1152800 627854 2101374 788435 1337919 709733 258552 42018 2039247 2171272 238939 355196 1289425 1530502 2115497 2230154 324681 1914286 1012865 1815196
41009,261035 863425 1029758 1503866 1862142 1956351 114875 428606 1225680 1375484 1138474 1258284 1492021 1698249 84587 376081 1474631 1934756 2124527 2181493 656419 1994425 2034501 253685 253685 199656 2097253 56140 644357 1357171 1819448 2038704 336248 2026989 1398925 637278 1176104 2080354 330114 827041 1592115 2058482 1308254 643702 2234486 1573546 915032 2228833 246701 1839925 1531457 926841 129720
42126,1220955 660979 791236 1933559 776187 1173255 347427 386358 785820
43172,1930617 1508621 566072 2177399 1155926 127095 1217745 1266800 356658 433659 814654 1849015 537652 1521830 1296109 406620 1247158 1876696
45187,443914 2202633 1409696 1831888 1130150 1725516 1725516 2041981
45333,1232699 2138460 807868 200484 940748 1378776 1679112 727364 1878978 1400665 745629 1813947
46066,45403 191453 407548 634692 1082619 1157255 1365765 1863185 2094390 2110965 1197910 1434510 721900 399845 1674171 1723942 737082 741938 1846156 586968 946806 1224625 1984071 364532 720189 1872215 2158522 416649 85243 202418 464803 676015 1282427 2095007 183262 976074 1538056 1782570 12403 812130 1283775 1292754 903284 1515709 159023 897475 1551780 1589028 1949698 1966185 29428 804918 395019 1897513 617071 2041368 2109319 1966819 2054486 394747 1902541
47017,974997 1582820 2067876 2248479 855071 479980 825353 1034309 1314999 1601840 1235731 904968 1418396 1587962 1656243 1945466 1920929 372684 456193 877613 143535 959709 1174459 2250379 1354570 68419 327016 469963 1534759 802514 402449 545532 1312807 1459573 1548256 1631163 205691 1126668 1984291 2069505 259806 309280 382268 2091331 669425 148837 1882724 1162111 1180297 358766 1562660 810860 1523202 974717 1481131 249794 1438593 2012471 1697978 1554996 1307395 1991326 1097677 917714 73200 31966 1132453 1848939 1207842 230362 539979 1142699 1436180 2008934 817043 564997 1965004 75376 113469 747635 909199 93065 439107 20013 26035 361131 1184789 1224717 1946327 896957 1288246 5900 617674 702336 795668 857876 2117035 280536 195544 1923559 367143 616979 760332 1054552 560441 1298547 1419410 162975 796552 1456402 2100989 1313701 15104 962323 1996632 1690779 2199293 99719 299094 842662 977325 1185300 1659842 2136502 185854 1450841 1633627 659438 1723413 2012652 2246471
47369,32850 201550 212672 249881 420376 557516 589471 615483 662139 693443 955542 1042370 1123071 1189910 1242911 1268774 1426151 1457310 1541654 1637719 1710955 1760521 1880847 2036384 2209103 2220329 231443 639550 758878 1621548 1716677 263697 393938 718459 773117 2090318 495181 1140341 1324833 1919654 310610 380110 701899 356551 35421 111913 251616 479323 522373 1005133 1094852 1373174 1613458 1668248 1689876 2090394 2156115 39650 213374 291513 496133 688618 1056758 1466503 1538867 1575310 1761571 1840637 1892530 2173810 545837 633033 719123 1023331 1235766 1374442 1850227 1985178 2189979 29415 102351 194000 528316 1988509 2225991 2237791 23054 99953 1273895 1633959 1863871 340409 1282435 516439 2019794 510797 539078 1060942 1572703 705880 983165 1743926 689535
48271,1459669 1641627 1697158 2236330 1065 76832 314113 346168 849724 981546 1105665 1725338 1990256 2021983 2088176 174021 1460581 391938 2189727 108702 1430366 1284336 382740 2221247 347377 449905 2235685 1735840 633157 881430 2222204 1223261 1378037 313931 313931 2119206 426043 1960316 70394 558586 838948 1128220 964690 429059 1098132 2058100
49667,13345 20748 21119 28726 37246 80699 82169 97909 97909 204997 232283 234361 250485 260137 397780 419798 466705 517713 533190 561424 585760 665274 719846 747534 923212 929116 977869 1000333 1111728 1136275 1139304 1185950 1199173 1210045 1229525 1231121 1250513 1361498 1394357 1420963 1427066 1441793 1483691 1513802 1515523 1519809 1548339 1568542 1701999 1724960 1735677 1811349 1822721 1901108 1926287 1958227 1960578 2000546 2003564 2010532 2028427 2035256 2050315 2082191 2118385 2185612 2193064 2199700 2209437 2223491 2223838 2223852 2251494 1010505 1095604 27735 180518 261075 264980 312405 1042525 1168107 1252479 1631232 1632161 1720149 1763689 1765050 1792259 1793141 1890896 1934227 2123826 1946799 12067 454790 1504815 1563584 1376818 1093688 148431 1777208 525632 982785 1047858 44527 721843 730982 877931 1374938 1720255 1845901 2152849 3783 238780 262895 376388 377178 509973 818206 980555 1023691 1069444 1292873 1414100 890238 31206 337864 654185 816501 912990 1196826 1302330 1506605 1596002 1795964 364105 1120884 1535917 2084082 639206 680091 908541 1415837 1745252 1969981 245054 760670 1984205 327468 359504 865125 875977 929825 1072787 1529230 1609920 1632830 1855325 2149537 2256552 1701744 900707 409809 972086 997624 1132114 1263653 1342355 1715966 1723026 1799617 1922507 1967976 1383421 54715 86102 471452 485536 540959 809959 936204 980847 1261390 1465919 1604684 83808 809433 945082 1405986 1473525 1620473 1699309 1989884 2041399 2073712 647417 1368947 2114734 1431544 184841 470373 1146818 1772048 1701639 16133 47495 893588 2018304 2077016 136623 1061980 1961403 1602149 814729 1104001
53232,134973 1006823 416698 52499 846279 1069844 1308604 2182817 550927 2220600 1708545
53546,1749472 635509 342925 1089891 1519018
54193,115335 1822971 1049892 361759 1775232 1218785 1887993 1702804 1827457 336330 1339451 1261998 1525884 1182759
55472,11202 17361 134697 232138 335561 544846 835997 897505 920824 963163 1078971 1188759 1317519 1349412 1355808 1367497 1477393 1533072 1676979 1698561 1956071 2209704 786870 2038399 1602426 288430 354173 981661 1517046 1697554 1826645 2155857 1241629 1815125 776599 1123073 1352228 2072329 156996 1134653 1515044 559776 1399406 138434 837360 1060266 975433 738880 453139 803104 1366664 393454 1748387 1772803 2228030 308175 454243 587588 1428205 1525050 1641150 1995332 368327 92650 200918 1673413 622834 1380118 1425956 1652756 422799 469743 776897 1682789 1842035
57198,305458 1392869 1972414 206158 934805 1690790 921204 146027 766207
57451,1869921 385955 1766217 746153 631315 2042411 478614
58609,395704 932459 287053 324523 423179 815857 864324 567989 640834 1273038 2021144 2032251 514374
61064,279685 1074858 2130760 1041639 551160 2091214 1465557 1772074 746800 755182 1295843 984038 1956780 584130 134307 2075002 1502263 1148629 1675975 496566 565961 959130 1034842 2050000 2184630 143951
62984,15533 22245 65501 169894 210299 272790 323767 358853 452986 567888 628586 629173 644802 752081 794620 901384 978906 1140592 1168906 1171898 1401535 1423808 1490095 1494324 1542586 1610740 1623697 1650258 1689537 1835622 1988262 2123749 2237096 427191 1290378 1330683 36575 938884 17240 995755 1304305 1345739 1457155 1514879 1848846 1917068 2232688 615926 432850 589321 875518 1009242 1425746 1571576 2081944 1210726 1699311 526406 418242 2248521 62138 204531 316282 332587 614191 708274 999211 1100907 1127084 1233619 1309805 1408384 1542763 1653130 2062401 2147903 130112 1926166 2058602 77274 1804732 2034939 2081382 7694 621653 1063899 165351 2151004 1348410 673684 1291998 436903 1258404 1883810 135533 1354952 107189
63141,214528 1218037
68442,210286 274626 810278 1082885 1569877 2122432 1753187 1996627 2055801 1425866 1282045 1140750 1373192 1141983 1254384
68676,51213 830317 902644 964232 1075218 1886912 2036999 2037325 1462079 1634808 24020 1454358 1458433 14131 261358 351826 417384 1277972 1281657 1725673 168632 1138260 1439865 1610440 17667 142728 365443 863629 1085231 1379587 1553313 1778680 291538 1792647 2032555 553983 1949905 956984 1938143 1114460 380874 1038427 2004095 2034893 1007384 856597 1806838 1610168 1575126 640358 656382 42108 1993375 304379 326702 589390 943292 1094801 1178489 1232019 1267117 1552459 1867247 1905456 972354 909594 343942 2135789 304338 1067040 1773881 2076665 862902 1027652 249506 298942 417263 1163164 1312214 1350933 204838 209825 503988 618179 647855 862059 903054 987485 1722176 1723232 1913430 2075553 2241982 659146 191887 288177 432673 1091672 1356243 1668336 1914015 1947185 2108397 138789 193345 1051482 2175732 678942
70311,1387164 1789018 2193762 1844708 594914 1597169 1900560 278945 1572872 634915
71221,299530 1906331 1181738 1054673 1708272 665014 1888630 649826 1257102 2146545 1489276
72384,923067 982810 1037542 1756658 2224260 2002545 300244 1178398 1564994 86576 435782 2244968 904269 1370074 2019615 1649373 525382 885239 715676 1121350 2193796 2097228 2257331 28190 69982 2228003 339600 1377948
74859,687725 875731 1485533 524562 909362 1489831 592046 1044183 1371642 1428726 488107 488107 488107 1625277 1775592 1775592 1775592 1819639 1909010 2028109 2032968 1044426 1879774 245139 1762955 1947409 852203 1887843 2172540 710454 1203866 1979144 1486393 1835988 1835988 1261356 179245 946604 946604 2221657 249005 2127249 878446 618621 230589
76183,1856066 2244642 266909 1055989 178436 302245 687447 823647 1120194 1533767 1646750 1967485 2045510 2087371 2088501 2156493 2177953 677842 689286 1673384 1596708 621378 488828 2213046 2006522 875865 1737388 1992939 2060837 340057 402770 923316 1644332 82224 1152591 1208075 1236614 210751 283577 715397 1467922 1058483 259499 839833 1072840 1580445 378637 590305 1223171 261456 776230 821196 1297022 1003743 1520793 699867 493309 33337 250540 662526 1545486 95829 213349 628855 1078165 1985404 2107912 701999 699330 969053 1071122 1519293 1071588 2061356 109706 951178 1491580 544476 1859824 730872 1923883 192259 600486 1494592 323062 988903 1252910 1532220 1908493 2083162 4296 219314 830586 1012067 1104791 1117241 1473761 1759881 1933344 293840 661637 1380782 1086352 1589083 1899758 2073923 179250 533867 1456850 2150470 475368 612694 366664 1829237 15019 629541 897189 111350 428194 572744 580071 801734 871610 1117338 1171420 1173448 1309726 1390402 1511818 1859689 2227722 2250826 574353 2179981 293911 581965 205760 461152 670717 709343 915084 920306 1678457 2186963 1091151 1650757 1827217 1089815 210189 1255255 168534 2004751 1417677 82280 1930454 150038 1934563 1586117 1923729 563641 862293 431532 1143825 1297144 1412663 1708440
81218,17932 807864 886912 637258 787167 1793149 530771 485151 17082 157190 320276 988906 1042879 1509773 218745 1304593 1744581 314977 185328 1987218 1242222 45630 210140 217855 411001 435695 521015 977803 1192271 1960235 2172846 1263337 446003 917654 1182802 1281723 1550254 1900712 455886 264827 425633 1917839 2010381 638423 1668494 1512055 482493 941427 41810 739268 780397 121993 1923630 1742238 52219 88721 1197981 1224344 1346680 2195335 1564457 97038 1592225 1616921 1640611 230118 1589473 1520742 653869 1089949 2160184 678111 1704540 1192002 2128596 834717 944014 2184861 257346 340515 502522 1427371 980078 1515706 1533027 2010999 1712722 1694337 1200492 153509 242280 482870 1093923 1498957 1613170 1049853 1306486 703952 649796 1115400 1635887 2026761 243554 313744 1179560 1309553 1167330 1591132 443842 376708 418975 634831 864190 996532 1729541 2023318 2232515 594963 2094847 2183322 558443 357394 685267 1289243 1499307 1603776 38563 1247623 1463244 621535 648003 805906 206048 1953202 1049818 1499929 237086 1529721 1557867 128055 181437 314575 324255 335623 356440 642460 896900 1066445 1472794 1773850 1950183 2009926 2056193 2123008 2215294 2101282 167099 242855 674985 751917 369168 880981 1717889 2083450 597183 947725 2209725 18269 1431769 309901 687423 944705 1250789 2038725 1450114 1369137 1848071 1916932 2145297 1522755 1756460 191213 292121 1057432 1122016 1295973 1566217 1925574 2120887 1340647 1568257 1632729 2179576 824722 588651 1454974 70407 1026523 1126344 1544228 1911856 1991251 1505648 95529 676679 1098325 1279711 747483 530096 659089 2105406 1224336 2052042 150561 94429 287420 539242 677887 888208 1150383 1306490 1424386 1492107 1509051 1615828 1735835 1815580 2183875 2239440 59184 1205332 1929878 184442 111551 215343 258994 376314 560046 780640 787527 881304 1090219 1534192 1599031 1609632 1989542 1969644 10978 691034 870648 1439150 1444648 2258182 1467573 1706626 1940217 208168 259660 422998 936172 983455 1027533 1190918 87990 137973 232644 298407 364692 839622 1137384 1324242 1401865 1459996 1522761 1563048 1593180 1877041 1949467 2029533 2045644 2255216 1250517 353716 581075 800990 1475219 1548832 2045144 1422829 1516193 1846792 1699566 392778 397747 566974 833021 1148545 1379366 1677403 1690379 2168500 1204367 350102 454132 592457 1030281 1343126 1903914 466395 162949 296749 401171 642339 1635686 1790355 52905 832886 1365511 1614048 1778357 1865941 1969266 2229445 2250175 222304 30403 348544 2024150 914843 1256127
81405,5861 5861 2128211 2128211 2135831 385814
83883,522539 602664 979020 993092 1547214 1592275 1775979 2143797 576293 686633 1278185 1442933 1573163 1668682 541546 2141816 1310594 861961 154904 209626 468565 988033 1303865 1394629 1532076 1877115 2038861 1406690 2057878
84662,165665 1146340 2169395 48759 1645830 2007534 1858118 1642073 405986 649881 1196580 315530 1203321 1734049 2160067 1320354 571832 595863 235531
86158,208581 325285 415956 733318 971707 1019850 1440503 1794770 841990 539183 1047122 1752118 1863828 1219945 1882707 1889605 1656330 224975 255053 349852 32035 119330 184020 1996341 232473 1682028 1128162 2042695
86266,494363 1859939 1269774 427777
86845,146379 834753 1097067 1101594 1368473 1644179 1952915 66924 119646 177583 210036 267198 267516 360584 693241 718570 767455 1062288 1076122 1149652 1259559 1561536 1812469 1897108 46346 75377 299689 802463 1118574 1145116 1155323 1358512 1424550 1863898 1916167 2158159 2212363 63970 399773 555805 599510 795189 1113047 1474683 1917423 870257 1444387 1976538 1205386 261285 2003062 53772 1097199 2194993 1883729 944680 995385 100168 505925 727812 1322043 1638662 1948631 2156159 1458904 1122318 937925 1367721 26266 191587 1932364 2205488 2221069 2062680 651830 742095 1113398 1302317 1847068 1968002 2140548 1589740 1038372 1872163 381728 864662 1098780 1177062 1214950 2196496 431827 498564 525162 325230 363277 452271 607817 632887 748296 912730 967680 968400 1065552 1372171 1564219 1630917 1706533 1725102 1796004 1807093 677970 533442 423688 723013 814171 129006 285634 454219 633535 648586 805243 895452 1102404 1666659 1939455 2020160 2139274 1761030 522895 522934 875778 932781 963766 1424248 1458517 1504028 1669860 1894214 1982219 2211159 363220 1951425 600516 186232 491203 557277 575008 663687 693113 971937 1020536 1086736 1171737 1276544 1298179 1396891 1687400 1763851 1892150 2002001 2200642 330617 559093 1473485 806098 414534 52632 104134 234482 553449 725355 839836 886957 891180 906229 1257983 1385748 1560660 1779230 1898983 2035866 2050570 2050879 2154312 2255112 1035562 148325 242499 1582509 1992450 2129849 337 32618 121134 125553 217674 251041 594461 643264 660744 738506 815366 985695 1035548 1037199 1101480 1161502 1412008 1479493 1600303 1634186 1698231 1746392 1859328 1966464 2022287 2244671 1148934 1569125 79973 84551 108482 239556 353512 451096 626860 880947 948601 1185029 1350733 1420953 1472668 1482234 1579480 1609165 1728422 1741375 1797046 1797592 1867482 1878858 1893922 2070762 2187734 870902 1148350 22511 1119417 1173579 69753 34309 374847 395517 518917 522448 527948 632943 711429 717212 718663 735416 811840 933942 1005940 1023847 1162840 1326086 1362958 1421169 1424973 1492724 1499511 1601000 1728892 1740760 1899261 1964686 2103076 2200762 2253987 1128708 1597755 78161 119054 148927 201475 431446 480249 492333 507513 599587 606804 619520 624515 758010 769560 848536 902427 937800 1298495 1367110 1409659 1423185 1470448 1493733 1609875 1625445 1702035 1799548 1828183 1876389 1881652 2086292 2173270 272102 363289 508153 519265 525514 532573 603507 605877 647216 678420 716621 832521 895357 968814 1087240 1131977 1142841 1172652 1195702 1220585 1227538 1253648 1295381 1349362 1388443 1412879 1424181 1428450 1436616 1453696 1456862 1457573 1512277 1558199 1575680 1608730 1657095 1689050 1695482 1710924 1721863 1816673 1832524 1851374 1905569 1907442 1929561 1953712 1963405 1986493 2027842 2042191 2059405 2068399 2070850 2122831 2258077 19113 89824 95206 110736 130264 351236 351977 454777 637056 828690 1004510 1043493 1097910 1120438 1291353 1360033 1397172 1411899 1443122 1454200 1464858 1467323 1556655 1684391 1771558 1777379 1905937 1948046 2010548 2027771 2043601 2067828 2127986 2174389 2185427 152270 209188 343971 438057 504237 688428 735601 832437 1158534 1185045 1236018 1304539 1678594 1824858 2091615 2162757 523012 862727 1029085
87120,524333 1557218
87934,42763 1773302 580976 1006803 1370222 858945 1213397 1358542 1611047 1785035 751152 421482 1708358 1863600 1360352 241362 1842666 2075495 713893 1981595
88969,1280237 1943414 1022306 1112655 540051
89502,94961 176469 185430 362742 491717 508917 639121 675069 732160 775919 854429 878184 1116508 1125364 1330466 1472861 1579271 1663976 1756027 1787011 1841150 1852463 1874328 2022521 2084053 2133334 2239190 2092397 1855542 327023 633716 1182451 1231478 2030054 2146798 38113 563493 783688 1025855 1074071 1481723 492191 97391 1818617 300035 1165361 1942166 2106272 2201385 547812 718006 1280598 1972583 442818 581050 923366 932754 1143377 1596219 1736183 1821964 904244 1433567 27640 69342 205240 303677 377615 1112817 1951363 975429 979578 1637993 206002 2065514 253358 421965 1634053 1857355 2019797 2087621 322316 709014 1471528 1687400 120956 342086 209690 499460 18048 527875 805184 1293040 1564192 1740834 1978626 2020729 2137975 983303 1422836 1003909 1315016 1831059 2214026 331644 2081098 126510 1064655 1482956 1939170 2108853 68710 928313 1000862 1359998 564334 2015608 2131697 295077 1166152 2126142 541815 720230 1084478 1091416 1432775 1493012 1505857 1764250 1772361 237081 536483 1022973 603435 2136236 1413889 2077511 2111585 461596 627865 1173994 1903947 2725 44929 153186 1137926 1576338 1129163 154751 278326 2059777 37394 131673 774795 965975 2225571 680577 1453140 1954636 587488 651562 792229 1374960 1800823
91290,781421 1783485 2013387 630484 1298864 1083689 1836308 2066223 213278 919430 139370 311444 1987502 322407 749558 1473050 1777448 1145936 1490629 1541652 1613640 1722558 1747821 1946627 1405743 1565429 1588604 394128 440141 1105834 1966382 1124248 235611 1653492 1690770 558235 843004 1442229 895106 1466084 1257246
91563,1996260 488039 1531509 326329 1548193 2226539 774672 77002 1880074 2060777 1955844 2035157 101197 1029390 749807 48246 1748140 515892 1069777 838344 1490995 2033291
